Quarter Ending,HSC Trust,Diagnostic Service,Recommended Waiting Time,Category,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26 - 36 weeks,> 36 weeks,> 36 - 52 weeks,> 52 - 65 weeks,> 65 - 78 weeks,> 78 weeks,Total,,,,
31-Dec-13,Western,Sleep studies,9 week,Physiological Measurement,43,3,0,0,0,0,.,0,.,.,.,.,46,,,,
31-Dec-13,Western,Spirometry inc.flow volume curves,9 week,Physiological Measurement,21,3,0,0,0,0,.,0,.,.,.,.,24,,,,
31-Dec-13,Western,Static lung volumes,9 week,Physiological Measurement,21,3,0,0,0,0,.,0,.,.,.,.,24,,,,
31-Dec-13,Western,Thoracoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Dec-13,Western,Tilt testing and autonomic function,9 week,Physiological Measurement,14,5,3,3,0,0,.,0,.,.,.,.,25,,,,
31-Dec-13,Western,Transfer Factor,9 week,Physiological Measurement,21,3,0,0,0,0,.,0,.,.,.,.,24,,,,
31-Dec-13,Western,Ureteroscopy,13 week,Endoscopy,0,2,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Belfast,Ambulatory BP,9 week,Physiological Measurement,108,27,25,0,0,0,.,0,.,.,.,.,160,,,,
31-Mar-14,Belfast,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,526,111,13,12,0,0,.,0,.,.,.,.,662,,,,
31-Mar-14,Belfast,Arthroscopy,13 week,Endoscopy,29,80,75,125,54,28,.,28,.,.,.,.,391,,,,
31-Mar-14,Belfast,Barium Studies,9 week,Imaging,91,25,23,0,0,0,.,0,.,.,.,.,139,,,,
31-Mar-14,Belfast,Bronchial challenge testing,9 week,Physiological Measurement,12,5,0,0,0,0,.,0,.,.,.,.,17,,,,
31-Mar-14,Belfast,Bronchoscopy,13 week,Endoscopy,4,1,1,0,0,4,.,4,.,.,.,.,10,,,,
31-Mar-14,Belfast,Cardio-respiratory exercise testing,9 week,Physiological Measurement,44,7,0,0,0,0,.,0,.,.,.,.,51,,,,
31-Mar-14,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,327,197,97,18,2,1,.,1,.,.,.,.,642,,,,
31-Mar-14,Belfast,Computerised Tomography,9 week,Imaging,"1,548",420,340,103,2,2,.,2,.,.,.,.,"2,415",,,,
31-Mar-14,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,272,101,71,228,68,197,.,197,.,.,.,.,937,,,,
31-Mar-14,Belfast,DEXA Scan,9 week,Imaging,475,23,0,0,0,0,.,0,.,.,.,.,498,,,,
31-Mar-14,Belfast,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Belfast,Diagnostic examination of enteric pouch,13 week,Endoscopy,1,1,0,2,0,0,.,0,.,.,.,.,4,,,,
31-Mar-14,Belfast,Echocardiography,9 week,Physiological Measurement,916,496,598,498,269,48,.,48,.,.,.,.,"2,825",,,,
31-Mar-14,Belfast,EEG,9 week,Physiological Measurement,150,64,23,2,0,0,.,0,.,.,.,.,239,,,,
31-Mar-14,Belfast,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,6,3,4,0,0,0,.,0,.,.,.,.,13,,,,
31-Mar-14,Belfast,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,8,0,1,1,0,0,.,0,.,.,.,.,10,,,,
31-Mar-14,Belfast,Exercise tolerance testing,9 week,Physiological Measurement,185,21,9,11,19,4,.,4,.,.,.,.,249,,,,
31-Mar-14,Belfast,FESS (Functional endoscopic sinus surgery),13 week,Endoscopy,2,3,4,3,1,3,.,3,.,.,.,.,16,,,,
31-Mar-14,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,128,70,58,16,1,0,.,0,.,.,.,.,273,,,,
31-Mar-14,Belfast,Fluroscopy,9 week,Imaging,252,106,80,133,75,70,.,70,.,.,.,.,716,,,,
31-Mar-14,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,606,347,213,35,9,2,.,2,.,.,.,.,"1,212",,,,
31-Mar-14,Belfast,Hysteroscopy,13 week,Endoscopy,60,28,25,27,8,3,.,3,.,.,.,.,151,,,,
31-Mar-14,Belfast,Ileoscopy,13 week,Endoscopy,7,3,4,0,1,0,.,0,.,.,.,.,15,,,,
31-Mar-14,Belfast,Laparoscopy,13 week,Endoscopy,42,27,21,51,20,16,.,16,.,.,.,.,177,,,,
31-Mar-14,Belfast,Laryngoscopy,13 week,Endoscopy,1,4,3,8,4,1,.,1,.,.,.,.,21,,,,
31-Mar-14,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"2,289",619,301,331,170,102,.,102,.,.,.,.,"3,812",,,,
31-Mar-14,Belfast,Mediastinoscopy,13 week,Endoscopy,1,1,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Belfast,Non-obstetric ultrasound,9 week,Imaging,"2,408",855,348,305,163,26,.,26,.,.,.,.,"4,105",,,,
31-Mar-14,Belfast,Oesophagoscopy,13 week,Endoscopy,7,1,4,3,1,1,.,1,.,.,.,.,17,,,,
31-Mar-14,Belfast,Patient Activated Ambulatory Function,9 week,Physiological Measurement,60,35,19,4,0,0,.,0,.,.,.,.,118,,,,
31-Mar-14,Belfast,Perfusion studies,9 week,Physiological Measurement,260,118,107,86,33,0,.,0,.,.,.,.,604,,,,
31-Mar-14,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,566,304,262,224,154,12,.,12,.,.,.,.,"1,522",,,,
31-Mar-14,Belfast,PET,9 week,Imaging,131,0,0,0,0,0,.,0,.,.,.,.,131,,,,
31-Mar-14,Belfast,Pharyngoscopy,13 week,Endoscopy,8,1,0,0,2,1,.,1,.,.,.,.,12,,,,
31-Mar-14,Belfast,Plain Film Xrays,9 week,Imaging,134,4,0,0,0,0,.,0,.,.,.,.,138,,,,
31-Mar-14,Belfast,Pressures and flows,9 week,Physiological Measurement,76,22,1,0,0,0,.,0,.,.,.,.,99,,,,
31-Mar-14,Belfast,Pure tone audiometry,9 week,Physiological Measurement,328,170,0,0,0,0,.,0,.,.,.,.,498,,,,
31-Mar-14,Belfast,Radio-Nuclide Imaging,9 week,Imaging,296,6,0,0,0,0,.,0,.,.,.,.,302,,,,
31-Mar-14,Belfast,Skin allergen testing,9 week,Physiological Measurement,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Belfast,Sleep Deprived EEG,9 week,Physiological Measurement,4,4,8,1,0,0,.,0,.,.,.,.,17,,,,
31-Mar-14,Belfast,Sleep studies,9 week,Physiological Measurement,171,79,59,28,0,0,.,0,.,.,.,.,337,,,,
31-Mar-14,Belfast,Spirometry inc.flow volume curves,9 week,Physiological Measurement,148,4,0,0,0,0,.,0,.,.,.,.,152,,,,
31-Mar-14,Belfast,Static lung volumes,9 week,Physiological Measurement,39,1,1,0,0,0,.,0,.,.,.,.,41,,,,
31-Mar-14,Belfast,Tilt testing and autonomic function,9 week,Physiological Measurement,15,7,14,22,7,3,.,3,.,.,.,.,68,,,,
31-Mar-14,Belfast,Transfer Factor,9 week,Physiological Measurement,97,6,0,0,0,0,.,0,.,.,.,.,103,,,,
31-Mar-14,Belfast,Ureteroscopy,13 week,Endoscopy,29,11,3,12,1,13,.,13,.,.,.,.,69,,,,
31-Mar-14,Northern,Ambulatory BP,9 week,Physiological Measurement,54,10,0,0,0,0,.,0,.,.,.,.,64,,,,
31-Mar-14,Northern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,192,35,1,0,0,0,.,0,.,.,.,.,228,,,,
31-Mar-14,Northern,Ambulatory pH monitoring,9 week,Physiological Measurement,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Northern,Barium Studies,9 week,Imaging,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Northern,Breath Tests,9 week,Physiological Measurement,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Northern,Bronchoscopy,13 week,Endoscopy,22,0,1,0,0,0,.,0,.,.,.,.,23,,,,
31-Mar-14,Northern,Cardio-respiratory exercise testing,9 week,Physiological Measurement,4,3,0,0,0,0,.,0,.,.,.,.,7,,,,
31-Mar-14,Northern,Colonoscopy (Day Case),13 week,Endoscopy,513,177,1,0,0,0,.,0,.,.,.,.,691,,,,
31-Mar-14,Northern,Computerised Tomography,9 week,Imaging,981,204,0,0,0,0,.,0,.,.,.,.,"1,185",,,,
31-Mar-14,Northern,Cystoscopy (Day Case),13 week,Endoscopy,266,76,47,40,14,38,.,38,.,.,.,.,481,,,,
31-Mar-14,Northern,DEXA Scan,9 week,Imaging,214,82,0,0,0,0,.,0,.,.,.,.,296,,,,
31-Mar-14,Northern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,1,1,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Northern,Echocardiography,9 week,Physiological Measurement,510,253,320,47,0,0,.,0,.,.,.,.,"1,130",,,,
31-Mar-14,Northern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,11,0,0,0,0,0,.,0,.,.,.,.,11,,,,
31-Mar-14,Northern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Northern,Exercise tolerance testing,9 week,Physiological Measurement,33,0,0,0,0,0,.,0,.,.,.,.,33,,,,
31-Mar-14,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,151,42,0,0,0,0,.,0,.,.,.,.,193,,,,
31-Mar-14,Northern,Fluroscopy,9 week,Imaging,102,0,0,0,0,0,.,0,.,.,.,.,102,,,,
31-Mar-14,Northern,Gastroscopy (Day Case),13 week,Endoscopy,624,295,0,0,0,0,.,0,.,.,.,.,919,,,,
31-Mar-14,Northern,Hysteroscopy,13 week,Endoscopy,93,48,37,26,6,0,.,0,.,.,.,.,210,,,,
31-Mar-14,Northern,Laparoscopy,13 week,Endoscopy,29,13,10,14,1,0,.,0,.,.,.,.,67,,,,
31-Mar-14,Northern,Laryngoscopy,13 week,Endoscopy,12,1,0,0,0,0,.,0,.,.,.,.,13,,,,
31-Mar-14,Northern,Magnetic Resonance Imaging,9 week,Imaging,"1,088",392,157,0,0,0,.,0,.,.,.,.,"1,637",,,,
31-Mar-14,Northern,Non-obstetric ultrasound,9 week,Imaging,"3,050","1,005",372,57,0,0,.,0,.,.,.,.,"4,484",,,,
31-Mar-14,Northern,Oesophagoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Northern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,27,7,0,0,0,0,.,0,.,.,.,.,34,,,,
31-Mar-14,Northern,Peak expiratory flow (PEF),9 week,Physiological Measurement,8,0,0,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-14,Northern,Perfusion studies,9 week,Physiological Measurement,82,40,72,146,11,0,.,0,.,.,.,.,351,,,,
31-Mar-14,Northern,Pharyngoscopy,13 week,Endoscopy,4,0,3,1,0,0,.,0,.,.,.,.,8,,,,
31-Mar-14,Northern,Plain Film Xrays,9 week,Imaging,"1,267",0,0,0,0,0,.,0,.,.,.,.,"1,267",,,,
31-Mar-14,Northern,Pressures and flows,9 week,Physiological Measurement,73,39,43,29,1,2,.,2,.,.,.,.,187,,,,
31-Mar-14,Northern,Pure tone audiometry,9 week,Physiological Measurement,261,46,0,0,0,0,.,0,.,.,.,.,307,,,,
31-Mar-14,Northern,Radio-Nuclide Imaging,9 week,Imaging,95,11,0,0,0,0,.,0,.,.,.,.,106,,,,
31-Mar-14,Northern,Rigid sigmoidoscopy,13 week,Endoscopy,1,0,0,1,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Northern,Sleep studies,9 week,Physiological Measurement,81,0,0,0,0,0,.,0,.,.,.,.,81,,,,
31-Mar-14,Northern,Tilt testing and autonomic function,9 week,Physiological Measurement,4,2,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-14,Northern,Transfer Factor,9 week,Physiological Measurement,117,0,0,0,0,0,.,0,.,.,.,.,117,,,,
31-Mar-14,Northern,Ureteroscopy,13 week,Endoscopy,12,7,2,1,4,1,.,1,.,.,.,.,27,,,,
31-Mar-14,Northern,Urethroscopy,13 week,Endoscopy,0,0,0,0,1,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Southern,Ambulatory BP,9 week,Physiological Measurement,105,9,0,0,0,0,.,0,.,.,.,.,114,,,,
31-Mar-14,Southern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,354,156,0,0,0,1,.,1,.,.,.,.,511,,,,
31-Mar-14,Southern,Arthroscopy,13 week,Endoscopy,22,14,24,26,8,0,.,0,.,.,.,.,94,,,,
31-Mar-14,Southern,Barium Studies,9 week,Imaging,50,8,0,0,0,0,.,0,.,.,.,.,58,,,,
31-Mar-14,Southern,Bronchoscopy,13 week,Endoscopy,6,0,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-14,Southern,Colonoscopy (Day Case),13 week,Endoscopy,292,102,42,0,0,0,.,0,.,.,.,.,436,,,,
31-Mar-14,Southern,Computerised Tomography,9 week,Imaging,699,188,26,0,0,0,.,0,.,.,.,.,913,,,,
31-Mar-14,Southern,Cystoscopy (Day Case),13 week,Endoscopy,127,58,47,62,16,60,.,60,.,.,.,.,370,,,,
31-Mar-14,Southern,DEXA Scan,9 week,Imaging,477,286,169,1,0,0,.,0,.,.,.,.,933,,,,
31-Mar-14,Southern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Southern,Diagnostic examination of enteric pouch,13 week,Endoscopy,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-14,Southern,Echocardiography,9 week,Physiological Measurement,795,361,0,0,0,0,.,0,.,.,.,.,"1,156",,,,
31-Mar-14,Southern,EEG,9 week,Physiological Measurement,62,6,0,0,0,0,.,0,.,.,.,.,68,,,,
31-Mar-14,Southern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,36,3,0,0,0,0,.,0,.,.,.,.,39,,,,
31-Mar-14,Southern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,0,1,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Southern,Exercise tolerance testing,9 week,Physiological Measurement,63,10,0,0,0,0,.,0,.,.,.,.,73,,,,
31-Mar-14,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,164,73,24,0,0,0,.,0,.,.,.,.,261,,,,
31-Mar-14,Southern,Fluroscopy,9 week,Imaging,217,77,1,0,0,0,.,0,.,.,.,.,295,,,,
31-Mar-14,Southern,Gastroscopy (Day Case),13 week,Endoscopy,449,81,37,0,0,0,.,0,.,.,.,.,567,,,,
31-Mar-14,Southern,Gut transit marker study,9 week,Imaging,3,1,0,0,0,0,.,0,.,.,.,.,4,,,,
31-Mar-14,Southern,Hysteroscopy,13 week,Endoscopy,99,25,20,11,0,0,.,0,.,.,.,.,155,,,,
31-Mar-14,Southern,Ileoscopy,13 week,Endoscopy,1,1,1,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-14,Southern,Laparoscopy,13 week,Endoscopy,7,7,2,2,0,0,.,0,.,.,.,.,18,,,,
31-Mar-14,Southern,Laryngoscopy,13 week,Endoscopy,7,0,1,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-14,Southern,Magnetic Resonance Imaging,9 week,Imaging,973,474,444,6,0,0,.,0,.,.,.,.,"1,897",,,,
31-Mar-14,Southern,Non-obstetric ultrasound,9 week,Imaging,"2,791","1,031",17,0,0,0,.,0,.,.,.,.,"3,839",,,,
31-Mar-14,Southern,Oesophagoscopy,13 week,Endoscopy,2,3,0,0,0,0,.,0,.,.,.,.,5,,,,
31-Mar-14,Southern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,46,9,0,0,0,0,.,0,.,.,.,.,55,,,,
31-Mar-14,Southern,Pharyngoscopy,13 week,Endoscopy,0,0,2,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Southern,Plain Film Xrays,9 week,Imaging,407,26,1,0,0,0,.,0,.,.,.,.,434,,,,
31-Mar-14,Southern,Pressures and flows,9 week,Physiological Measurement,46,26,8,30,11,25,.,25,.,.,.,.,146,,,,
31-Mar-14,Southern,Pure tone audiometry,9 week,Physiological Measurement,428,53,0,0,0,0,.,0,.,.,.,.,481,,,,
31-Mar-14,Southern,Radio-Nuclide Imaging,9 week,Imaging,80,31,0,0,0,0,.,0,.,.,.,.,111,,,,
31-Mar-14,Southern,Rigid sigmoidoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Southern,Sleep Deprived EEG,9 week,Physiological Measurement,8,5,0,0,0,0,.,0,.,.,.,.,13,,,,
31-Mar-14,Southern,Sleep studies,9 week,Physiological Measurement,106,18,0,0,0,0,.,0,.,.,.,.,124,,,,
31-Mar-14,Southern,Tilt testing and autonomic function,9 week,Physiological Measurement,13,3,0,0,0,0,.,0,.,.,.,.,16,,,,
31-Mar-14,Southern,Ureteroscopy,13 week,Endoscopy,19,4,5,14,6,26,.,26,.,.,.,.,74,,,,
31-Mar-14,South Eastern,Ambulatory BP,9 week,Physiological Measurement,72,8,0,0,0,0,.,0,.,.,.,.,80,,,,
31-Mar-14,South Eastern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,169,0,0,0,0,0,.,0,.,.,.,.,169,,,,
31-Mar-14,South Eastern,Arthroscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,South Eastern,Barium Studies,9 week,Imaging,32,2,0,0,0,0,.,0,.,.,.,.,34,,,,
31-Mar-14,South Eastern,Breath Tests,9 week,Physiological Measurement,0,1,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,South Eastern,Bronchoscopy,13 week,Endoscopy,11,0,0,0,0,0,.,0,.,.,.,.,11,,,,
31-Mar-14,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,397,62,0,0,0,0,.,0,.,.,.,.,459,,,,
31-Mar-14,South Eastern,Colposcopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,South Eastern,Computerised Tomography,9 week,Imaging,565,26,0,0,0,0,.,0,.,.,.,.,591,,,,
31-Mar-14,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,149,62,22,35,21,0,.,0,.,.,.,.,289,,,,
31-Mar-14,South Eastern,DEXA Scan,9 week,Imaging,195,87,0,0,0,0,.,0,.,.,.,.,282,,,,
31-Mar-14,South Eastern,Duodenoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,South Eastern,Echocardiography,9 week,Physiological Measurement,568,170,20,0,0,0,.,0,.,.,.,.,758,,,,
31-Mar-14,South Eastern,Exercise tolerance testing,9 week,Physiological Measurement,163,31,1,0,0,0,.,0,.,.,.,.,195,,,,
31-Mar-14,South Eastern,FESS (Functional endoscopic sinus surgery),13 week,Endoscopy,1,1,1,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-14,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,184,25,0,0,0,0,.,0,.,.,.,.,209,,,,
31-Mar-14,South Eastern,Fluroscopy,9 week,Imaging,142,20,0,0,0,0,.,0,.,.,.,.,162,,,,
31-Mar-14,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,481,106,0,0,0,0,.,0,.,.,.,.,587,,,,
31-Mar-14,South Eastern,Gut transit marker study,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,South Eastern,Hysteroscopy,13 week,Endoscopy,73,17,6,2,3,0,.,0,.,.,.,.,101,,,,
31-Mar-14,South Eastern,Ileoscopy,13 week,Endoscopy,5,2,0,0,0,0,.,0,.,.,.,.,7,,,,
31-Mar-14,South Eastern,Laparoscopy,13 week,Endoscopy,18,9,4,8,6,2,.,2,.,.,.,.,47,,,,
31-Mar-14,South Eastern,Laryngoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,715,152,0,0,0,0,.,0,.,.,.,.,867,,,,
31-Mar-14,South Eastern,Non-obstetric ultrasound,9 week,Imaging,"1,316",181,0,0,0,0,.,0,.,.,.,.,"1,497",,,,
31-Mar-14,South Eastern,Patch testing (Dermatology),9 week,Physiological Measurement,14,3,0,0,0,0,.,0,.,.,.,.,17,,,,
31-Mar-14,South Eastern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,41,2,0,2,0,0,.,0,.,.,.,.,45,,,,
31-Mar-14,South Eastern,Plain Film Xrays,9 week,Imaging,385,4,0,0,0,0,.,0,.,.,.,.,389,,,,
31-Mar-14,South Eastern,Pressures and flows,9 week,Physiological Measurement,55,6,2,0,0,0,.,0,.,.,.,.,63,,,,
31-Mar-14,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,374,141,170,21,0,0,.,0,.,.,.,.,706,,,,
31-Mar-14,South Eastern,Sleep studies,9 week,Physiological Measurement,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,South Eastern,Spirometry inc.flow volume curves,9 week,Physiological Measurement,72,0,0,0,0,0,.,0,.,.,.,.,72,,,,
31-Mar-14,South Eastern,Static lung volumes,9 week,Physiological Measurement,23,0,0,0,0,0,.,0,.,.,.,.,23,,,,
31-Mar-14,South Eastern,Tilt testing and autonomic function,9 week,Physiological Measurement,7,1,5,0,0,0,.,0,.,.,.,.,13,,,,
31-Mar-14,South Eastern,Transfer Factor,9 week,Physiological Measurement,70,0,0,0,0,0,.,0,.,.,.,.,70,,,,
31-Mar-14,South Eastern,Ureteroscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,South Eastern,Uroflowmetry,9 week,Physiological Measurement,97,69,60,18,0,0,.,0,.,.,.,.,244,,,,
31-Mar-14,South Eastern,Visual Field Sciences,9 week,Physiological Measurement,10,2,0,0,0,0,.,0,.,.,.,.,12,,,,
31-Mar-14,Western,Ambulatory BP,9 week,Physiological Measurement,83,2,0,0,0,0,.,0,.,.,.,.,85,,,,
31-Mar-14,Western,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,406,174,90,3,0,0,.,0,.,.,.,.,673,,,,
31-Mar-14,Western,Arthroscopy,13 week,Endoscopy,78,40,48,59,49,23,.,23,.,.,.,.,297,,,,
31-Mar-14,Western,Barium Studies,9 week,Imaging,13,0,0,0,0,0,.,0,.,.,.,.,13,,,,
31-Mar-14,Western,Bronchial challenge testing,9 week,Physiological Measurement,5,0,0,0,0,0,.,0,.,.,.,.,5,,,,
31-Mar-14,Western,Bronchoscopy,13 week,Endoscopy,5,0,0,0,0,0,.,0,.,.,.,.,5,,,,
31-Mar-14,Western,Cardio-respiratory exercise testing,9 week,Physiological Measurement,3,2,2,2,2,1,.,1,.,.,.,.,12,,,,
31-Mar-14,Western,Colonoscopy (Day Case),13 week,Endoscopy,345,58,0,0,0,0,.,0,.,.,.,.,403,,,,
31-Mar-14,Western,Colposcopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Western,Computerised Tomography,9 week,Imaging,551,146,50,9,0,0,.,0,.,.,.,.,756,,,,
31-Mar-14,Western,Cystoscopy (Day Case),13 week,Endoscopy,109,29,15,1,0,0,.,0,.,.,.,.,154,,,,
31-Mar-14,Western,DEXA Scan,9 week,Imaging,240,0,0,0,0,0,.,0,.,.,.,.,240,,,,
31-Mar-14,Western,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,1,3,0,2,1,0,.,0,.,.,.,.,7,,,,
31-Mar-14,Western,Echocardiography,9 week,Physiological Measurement,528,236,134,2,0,0,.,0,.,.,.,.,900,,,,
31-Mar-14,Western,EEG,9 week,Physiological Measurement,21,0,0,0,0,0,.,0,.,.,.,.,21,,,,
31-Mar-14,Western,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Western,Exercise tolerance testing,9 week,Physiological Measurement,315,19,2,0,0,0,.,0,.,.,.,.,336,,,,
31-Mar-14,Western,FESS (Functional endoscopic sinus surgery),13 week,Endoscopy,0,0,0,0,1,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Western,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,292,40,0,0,0,0,.,0,.,.,.,.,332,,,,
31-Mar-14,Western,Fluroscopy,9 week,Imaging,96,3,0,0,0,0,.,0,.,.,.,.,99,,,,
31-Mar-14,Western,Gastroscopy (Day Case),13 week,Endoscopy,391,41,0,0,0,0,.,0,.,.,.,.,432,,,,
31-Mar-14,Western,Gut transit marker study,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Western,Hysteroscopy,13 week,Endoscopy,81,32,13,34,2,0,.,0,.,.,.,.,162,,,,
31-Mar-14,Western,Ileoscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-14,Western,Laparoscopy,13 week,Endoscopy,16,16,12,25,6,0,.,0,.,.,.,.,75,,,,
31-Mar-14,Western,Laryngoscopy,13 week,Endoscopy,5,1,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-14,Western,Magnetic Resonance Imaging,9 week,Imaging,901,261,0,0,0,0,.,0,.,.,.,.,"1,162",,,,
31-Mar-14,Western,Mediastinoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-14,Western,Non-obstetric ultrasound,9 week,Imaging,"1,791",311,0,0,0,0,.,0,.,.,.,.,"2,102",,,,
31-Mar-14,Western,Patient Activated Ambulatory Function,9 week,Physiological Measurement,124,27,1,0,0,0,.,0,.,.,.,.,152,,,,
31-Mar-14,Western,Peak expiratory flow (PEF),9 week,Physiological Measurement,28,1,0,0,0,0,.,0,.,.,.,.,29,,,,
31-Mar-14,Western,Perfusion studies,9 week,Physiological Measurement,23,0,0,0,0,0,.,0,.,.,.,.,23,,,,
31-Mar-14,Western,Peripheral neurophysiology,9 week,Physiological Measurement,7,0,0,0,0,0,.,0,.,.,.,.,7,,,,
31-Mar-14,Western,Pharyngoscopy,13 week,Endoscopy,6,0,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-14,Western,Plain Film Xrays,9 week,Imaging,392,5,0,0,0,0,.,0,.,.,.,.,397,,,,
31-Mar-14,Western,Pressures and flows,9 week,Physiological Measurement,19,0,0,0,0,0,.,0,.,.,.,.,19,,,,
31-Mar-14,Western,Pure tone audiometry,9 week,Physiological Measurement,192,65,53,27,0,0,.,0,.,.,.,.,337,,,,
31-Mar-14,Western,Radio-Nuclide Imaging,9 week,Imaging,52,0,0,0,0,0,.,0,.,.,.,.,52,,,,
31-Mar-14,Western,Sleep studies,9 week,Physiological Measurement,46,2,0,0,0,0,.,0,.,.,.,.,48,,,,
31-Mar-14,Western,Spirometry inc.flow volume curves,9 week,Physiological Measurement,28,1,0,0,0,0,.,0,.,.,.,.,29,,,,
31-Mar-14,Western,Static lung volumes,9 week,Physiological Measurement,28,1,0,0,0,0,.,0,.,.,.,.,29,,,,
31-Mar-14,Western,Thoracoscopy,13 week,Endoscopy,0,0,3,0,0,0,.,0,.,.,.,.,3,,,,
