Month,HSC Trust,Category of test,Test,Priority,0-2 days,3-7 days,8-14 days,15-21 days,22-28 days,>28 days,Total,% reported within 2 days,% reported within 2 weeks,% reported within 4 weeks,,
30-Jun-2017,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,989,21,1,0,0,0,"1,011",97.8,,,,
30-Jun-2017,Western,IMAGING,PLAIN FILM,ROUTINE,"8,783","3,762","1,319",41,7,1,"13,913",,99.6,100.0,,
30-Jun-2017,Western,IMAGING,PLAIN FILM,URGENT,54,11,1,0,0,0,66,81.8,,,,
30-Jun-2017,Western,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,102,20,6,2,0,0,130,,98.5,100.0,,
30-Jun-2017,Western,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,49,2,1,0,0,0,52,94.2,,,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,161,0,0,0,0,0,161,,100.0,100.0,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,293,106,46,17,28,3,493,,90.3,99.4,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,166,12,19,0,0,0,197,84.3,,,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,45,1,6,0,0,0,52,,100.0,100.0,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,4,0,1,0,0,0,5,80.0,,,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,4,0,0,0,0,0,4,,100.0,100.0,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,42,4,7,5,1,6,65,,81.5,90.8,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,84,3,2,0,0,0,89,94.4,,,,
30-Jun-2017,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,14,4,0,3,1,0,22,,81.8,100.0,,
31-Jul-2017,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"2,718",337,182,129,25,38,"3,429",,94.4,98.9,,
31-Jul-2017,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,131",230,23,9,0,3,"1,396",81.0,,,,
31-Jul-2017,Belfast,IMAGING,DEXA SCAN,ROUTINE,556,0,2,0,0,0,558,,100.0,100.0,,
31-Jul-2017,Belfast,IMAGING,DEXA SCAN,URGENT,2,0,0,0,0,0,2,100.0,,,,
31-Jul-2017,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,"1,430",389,195,80,151,114,"2,359",,85.4,95.2,,
31-Jul-2017,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,564,121,67,21,15,13,801,70.4,,,,
31-Jul-2017,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,096",134,101,32,3,3,"2,369",,98.4,99.9,,
31-Jul-2017,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,780,31,4,1,0,0,816,95.6,,,,
31-Jul-2017,Belfast,IMAGING,PLAIN FILM,ROUTINE,"9,804","4,230","3,685","1,814","1,327",659,"21,519",,82.3,96.9,,
31-Jul-2017,Belfast,IMAGING,PLAIN FILM,URGENT,88,31,42,39,10,16,226,38.9,,,,
31-Jul-2017,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,303,95,34,8,0,1,441,,98.0,99.8,,
31-Jul-2017,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,33,5,1,0,0,0,39,84.6,,,,
31-Jul-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,"1,263",33,4,0,0,0,"1,300",,100.0,100.0,,
31-Jul-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,370,15,0,0,0,0,385,96.1,,,,
31-Jul-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,7,26,38,8,0,0,79,,89.9,100.0,,
31-Jul-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,6,10,0,0,0,0,16,37.5,,,,
31-Jul-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,5,14,16,0,0,0,35,,100.0,100.0,,
31-Jul-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,2,0,1,0,0,0,3,66.7,,,,
31-Jul-2017,Northern,IMAGING,CARDIAC MRI,ROUTINE,1,2,2,2,0,0,7,,71.4,100.0,,
31-Jul-2017,Northern,IMAGING,CARDIAC MRI,URGENT,3,0,1,0,0,0,4,75.0,,,,
31-Jul-2017,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,791,20,110,169,66,27,"1,183",,77.9,97.7,,
31-Jul-2017,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,318",370,47,2,0,0,"1,737",75.9,,,,
31-Jul-2017,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,144,44,42,55,27,11,323,,71.2,96.6,,
31-Jul-2017,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,222,62,15,2,0,0,301,73.8,,,,
31-Jul-2017,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,278",169,129,1,0,2,"2,579",,99.9,99.9,,
31-Jul-2017,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,793,19,0,0,0,0,812,97.7,,,,
31-Jul-2017,Northern,IMAGING,PLAIN FILM,ROUTINE,"3,431","5,627","1,868","1,906",523,655,"14,010",,78.0,95.3,,
31-Jul-2017,Northern,IMAGING,PLAIN FILM,URGENT,963,8,5,2,0,0,978,98.5,,,,
31-Jul-2017,Northern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,23,25,22,10,4,0,84,,83.3,100.0,,
31-Jul-2017,Northern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,59,12,0,0,0,0,71,83.1,,,,
31-Jul-2017,Northern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,968,0,0,0,0,0,968,,100.0,100.0,,
31-Jul-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,154,28,14,0,0,0,196,,100.0,100.0,,
31-Jul-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,282,19,14,1,0,0,316,89.2,,,,
31-Jul-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,3,5,13,0,0,0,21,,100.0,100.0,,
31-Jul-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,1,0,0,0,0,0,1,100.0,,,,
31-Jul-2017,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,2,8,2,2,0,0,14,,85.7,100.0,,
31-Jul-2017,South Eastern,IMAGING,BARIUM ENEMA,ROUTINE,1,0,0,0,0,0,1,,100.0,100.0,,
31-Jul-2017,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,260",138,18,1,1,0,"1,418",,99.9,100.0,,
31-Jul-2017,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,713,27,3,0,0,0,743,96.0,,,,
31-Jul-2017,South Eastern,IMAGING,DEXA SCAN,ROUTINE,62,0,0,0,0,0,62,,100.0,100.0,,
31-Jul-2017,South Eastern,IMAGING,DEXA SCAN,URGENT,2,0,0,0,0,0,2,100.0,,,,
31-Jul-2017,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,609,128,106,63,7,0,913,,92.3,100.0,,
31-Jul-2017,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,86,15,0,1,0,0,102,84.3,,,,
31-Jul-2017,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,188",87,79,29,0,2,"2,385",,98.7,99.9,,
31-Jul-2017,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,183,6,3,1,0,0,193,94.8,,,,
31-Jul-2017,South Eastern,IMAGING,PLAIN FILM,ROUTINE,"9,021","4,803","1,154",33,7,297,"15,315",,97.8,98.1,,
31-Jul-2017,South Eastern,IMAGING,PLAIN FILM,URGENT,58,11,0,0,0,0,69,84.1,,,,
31-Jul-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,552,0,0,0,0,0,552,,100.0,100.0,,
31-Jul-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,564,25,0,0,0,0,589,,100.0,100.0,,
31-Jul-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,322,2,0,0,0,0,324,99.4,,,,
31-Jul-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,21,0,0,0,0,0,21,,100.0,100.0,,
31-Jul-2017,Southern,IMAGING,BARIUM ENEMA,ROUTINE,1,0,0,0,0,0,1,,100.0,100.0,,
31-Jul-2017,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,368,195,150,26,1,2,742,,96.1,99.7,,
31-Jul-2017,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,785",262,24,2,1,2,"2,076",86.0,,,,
31-Jul-2017,Southern,IMAGING,DEXA SCAN,ROUTINE,168,1,0,0,1,0,170,,99.4,100.0,,
31-Jul-2017,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,19,74,109,20,10,2,234,,86.3,99.1,,
31-Jul-2017,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,178,259,206,38,2,1,684,26.0,,,,
31-Jul-2017,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"1,977",83,3,3,0,3,"2,069",,99.7,99.9,,
31-Jul-2017,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,855,29,4,0,1,0,889,96.2,,,,
31-Jul-2017,Southern,IMAGING,PLAIN FILM,ROUTINE,"3,390","1,667",761,"2,146","2,096","2,995","13,055",,44.6,77.1,,
31-Jul-2017,Southern,IMAGING,PLAIN FILM,URGENT,6,5,4,9,1,0,25,24.0,,,,
31-Jul-2017,Southern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,60,30,11,2,2,0,105,,96.2,100.0,,
31-Jul-2017,Southern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,45,19,10,0,0,0,74,60.8,,,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,277,0,0,0,0,0,277,,100.0,100.0,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,URGENT,16,0,0,0,0,0,16,100.0,,,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,548,47,18,5,6,0,624,,98.2,100.0,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,207,16,1,1,0,0,225,92.0,,,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,15,16,11,0,0,0,42,,100.0,100.0,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,13,2,0,0,0,0,15,86.7,,,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,68,1,0,0,0,0,69,,100.0,100.0,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,6,0,0,0,0,0,6,100.0,,,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,13,2,5,4,1,0,25,,80.0,100.0,,
31-Jul-2017,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,2,0,0,0,0,0,2,100.0,,,,
31-Jul-2017,Western,IMAGING,BARIUM ENEMA,ROUTINE,1,0,0,0,0,0,1,,100.0,100.0,,
31-Jul-2017,Western,IMAGING,CARDIAC MRI,ROUTINE,4,1,7,1,4,4,21,,57.1,81.0,,
31-Jul-2017,Western,IMAGING,CARDIAC MRI,URGENT,0,1,1,2,1,0,5,0.0,,,,
31-Jul-2017,Western,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,019",169,45,8,2,4,"1,247",,98.9,99.7,,
31-Jul-2017,Western,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,014",33,3,2,0,2,"1,054",96.2,,,,
31-Jul-2017,Western,IMAGING,DEXA SCAN,ROUTINE,237,28,0,0,0,0,265,,100.0,100.0,,
31-Jul-2017,Western,IMAGING,DEXA SCAN,URGENT,2,0,0,0,0,0,2,100.0,,,,
31-Jul-2017,Western,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,497,168,116,34,2,0,817,,95.6,100.0,,
31-Jul-2017,Western,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,298,61,10,0,0,0,369,80.8,,,,
31-Jul-2017,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,129",58,22,4,0,0,"2,213",,99.8,100.0,,
31-Jul-2017,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,912,14,0,1,0,0,927,98.4,,,,
31-Jul-2017,Western,IMAGING,PLAIN FILM,ROUTINE,"8,291","4,738","1,156",3,1,0,"14,189",,100.0,100.0,,
31-Jul-2017,Western,IMAGING,PLAIN FILM,URGENT,42,3,0,0,0,0,45,93.3,,,,
31-Jul-2017,Western,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,92,25,0,0,0,0,117,,100.0,100.0,,
31-Jul-2017,Western,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,40,4,0,0,0,0,44,90.9,,,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,184,0,0,0,0,0,184,,100.0,100.0,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,192,106,16,11,14,0,339,,92.6,100.0,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,161,8,1,0,0,0,170,94.7,,,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,31,3,3,0,0,0,37,,100.0,100.0,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,1,0,0,0,0,0,1,100.0,,,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,0,7,0,0,0,0,7,,100.0,100.0,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,24,1,3,6,5,5,44,,63.6,88.6,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,37,3,3,0,3,1,47,78.7,,,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,4,4,5,5,2,0,20,,65.0,100.0,,
31-Jul-2017,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,4,1,0,0,0,0,5,80.0,,,,
31-Aug-2017,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"2,859",390,155,195,74,128,"3,801",,89.6,96.6,,
31-Aug-2017,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,099",214,21,47,9,0,"1,390",79.1,,,,
31-Aug-2017,Belfast,IMAGING,DEXA SCAN,ROUTINE,627,6,3,1,0,0,637,,99.8,100.0,,
31-Aug-2017,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,"1,801",407,330,288,122,295,"3,243",,78.3,90.9,,
31-Aug-2017,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,625,169,42,86,36,19,977,64.0,,,,
31-Aug-2017,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,516",116,49,18,56,0,"2,755",,97.3,100.0,,
31-Aug-2017,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,960,41,2,1,2,0,"1,006",95.4,,,,
31-Aug-2017,Belfast,IMAGING,PLAIN FILM,ROUTINE,"11,624","4,784","2,566",955,"1,952",785,"22,666",,83.7,96.5,,
31-Aug-2017,Belfast,IMAGING,PLAIN FILM,URGENT,86,65,30,8,0,0,189,45.5,,,,
31-Aug-2017,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,378,59,11,2,11,0,461,,97.2,100.0,,
31-Aug-2017,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,35,6,1,0,0,0,42,83.3,,,,
31-Aug-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,"1,577",67,4,0,0,0,"1,648",,100.0,100.0,,
31-Aug-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,309,9,0,0,0,0,318,97.2,,,,
31-Aug-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,13,53,24,0,0,0,90,,100.0,100.0,,
31-Aug-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,12,15,3,0,0,0,30,40.0,,,,
31-Aug-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,29,48,8,1,0,0,86,,98.8,100.0,,
31-Aug-2017,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,5,2,1,0,0,0,8,62.5,,,,
31-Aug-2017,Northern,IMAGING,BARIUM ENEMA,ROUTINE,4,0,0,0,0,0,4,,100.0,100.0,,
31-Aug-2017,Northern,IMAGING,CARDIAC MRI,ROUTINE,0,2,2,1,2,0,7,,57.1,100.0,,
31-Aug-2017,Northern,IMAGING,CARDIAC MRI,URGENT,6,0,1,0,0,0,7,85.7,,,,
31-Aug-2017,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,865,22,151,148,69,105,"1,360",,76.3,92.3,,
31-Aug-2017,Northern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,397",200,7,0,0,1,"1,605",87.0,,,,
31-Aug-2017,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,109,75,51,32,20,8,295,,79.7,97.3,,
31-Aug-2017,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,248,91,20,0,0,0,359,69.1,,,,
31-Aug-2017,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,627",151,52,1,0,2,"2,833",,99.9,99.9,,
31-Aug-2017,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,878,1,0,0,0,0,879,99.9,,,,
31-Aug-2017,Northern,IMAGING,PLAIN FILM,ROUTINE,"7,864",857,"1,329","2,999",552,"1,324","14,925",,67.3,91.1,,
31-Aug-2017,Northern,IMAGING,PLAIN FILM,URGENT,"1,139",7,2,0,0,0,"1,148",99.2,,,,
31-Aug-2017,Northern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,57,45,20,5,1,0,128,,95.3,100.0,,
31-Aug-2017,Northern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,69,5,0,0,0,0,74,93.2,,,,
31-Aug-2017,Northern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,"1,127",0,0,0,0,0,"1,127",,100.0,100.0,,
31-Aug-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,264,34,3,0,0,0,301,,100.0,100.0,,
31-Aug-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,363,2,1,0,0,0,366,99.2,,,,
31-Aug-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,6,12,3,1,0,0,22,,95.5,100.0,,
31-Aug-2017,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,1,0,0,0,0,0,1,100.0,,,,
31-Aug-2017,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,19,0,3,0,0,0,22,,100.0,100.0,,
31-Aug-2017,South Eastern,IMAGING,BARIUM ENEMA,ROUTINE,1,0,0,0,0,0,1,,100.0,100.0,,
31-Aug-2017,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,"1,352",118,32,6,0,0,"1,508",,99.6,100.0,,
31-Aug-2017,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,785,51,8,1,0,0,845,92.9,,,,
31-Aug-2017,South Eastern,IMAGING,DEXA SCAN,ROUTINE,72,0,0,0,0,0,72,,100.0,100.0,,
31-Aug-2017,South Eastern,IMAGING,DEXA SCAN,URGENT,3,0,0,0,0,0,3,100.0,,,,
31-Aug-2017,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,734,148,115,51,6,4,"1,058",,94.2,99.6,,
31-Aug-2017,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,127,10,0,1,0,0,138,92.0,,,,
31-Aug-2017,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,504",101,8,26,4,8,"2,651",,98.6,99.7,,
31-Aug-2017,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,221,4,1,0,0,1,227,97.4,,,,
31-Aug-2017,South Eastern,IMAGING,PLAIN FILM,ROUTINE,"11,043","2,292",357,113,24,816,"14,645",,93.5,94.4,,
31-Aug-2017,South Eastern,IMAGING,PLAIN FILM,URGENT,50,4,0,1,0,0,55,90.9,,,,
31-Aug-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,503,0,0,0,0,0,503,,100.0,100.0,,
31-Aug-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,588,34,3,0,0,0,625,,100.0,100.0,,
31-Aug-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,346,1,0,0,0,0,347,99.7,,,,
31-Aug-2017,South Eastern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,18,0,0,1,0,0,19,,94.7,100.0,,
31-Aug-2017,Southern,IMAGING,BARIUM ENEMA,URGENT,2,0,0,0,0,0,2,100.0,,,,
31-Aug-2017,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,ROUTINE,382,237,118,23,8,13,781,,94.4,98.3,,
31-Aug-2017,Southern,IMAGING,COMPUTERISED TOMOGRAPHY,URGENT,"1,801",262,20,3,0,3,"2,089",86.2,,,,
31-Aug-2017,Southern,IMAGING,DEXA SCAN,ROUTINE,245,0,1,0,0,0,246,,100.0,100.0,,
31-Aug-2017,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,57,75,115,84,11,13,355,,69.6,96.3,,
31-Aug-2017,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,253,161,220,108,11,5,758,33.4,,,,
31-Aug-2017,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,"2,360",66,7,5,2,1,"2,441",,99.7,100.0,,
31-Aug-2017,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,840,41,3,11,0,1,896,93.8,,,,
31-Aug-2017,Southern,IMAGING,PLAIN FILM,ROUTINE,"4,682","1,293",528,"1,572","2,631","6,195","16,901",,38.5,63.3,,
31-Aug-2017,Southern,IMAGING,PLAIN FILM,URGENT,4,1,0,0,0,0,5,80.0,,,,
31-Aug-2017,Southern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,80,18,5,8,4,0,115,,89.6,100.0,,
31-Aug-2017,Southern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,55,12,0,0,0,0,67,82.1,,,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,284,0,0,0,0,0,284,,100.0,100.0,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,URGENT,12,0,0,0,0,0,12,100.0,,,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,557,46,21,0,0,0,624,,100.0,100.0,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,288,5,4,0,0,0,297,97.0,,,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,32,25,11,2,0,0,70,,97.1,100.0,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,16,3,0,0,0,0,19,84.2,,,,
31-Aug-2017,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,80,0,0,0,0,0,80,,100.0,100.0,,
